temperature;soilMoisture;precipitation;ndvi;evatrasporation;Level
NULL;2.14;0;NULL;NULL;518.13
NULL;1.913;0;NULL;NULL;504.131
NULL;1.52;0;NULL;NULL;497.914
NULL;1.599;0;NULL;NULL;496.303
NULL;1.826;0;NULL;NULL;492.727
NULL;1.896;0;NULL;NULL;511.14
NULL;3.043;0;NULL;NULL;516.885
NULL;1.949;0;NULL;NULL;503.21
NULL;2.109;0;NULL;NULL;502.758
NULL;3.164;0;NULL;NULL;501.053
NULL;2.328;0;NULL;NULL;510.697
NULL;2.887;0;NULL;NULL;503.87
NULL;3.078;0;NULL;NULL;500.81
NULL;2.176;0;NULL;NULL;517.736
NULL;2.024;0;NULL;NULL;503.979
NULL;1.392;0;NULL;NULL;497.778
NULL;1.624;0;NULL;NULL;496.246
NULL;1.755;0;NULL;NULL;492.682
NULL;1.918;0;NULL;NULL;510.962
NULL;3.214;0;NULL;NULL;516.665
15.672;2.048;0;3.201;85;503.093
NULL;2.109;0;NULL;NULL;502.591
NULL;3.097;0;NULL;NULL;500.942
NULL;2.583;1.655;NULL;NULL;510.501
15.52;2.341;0;3.776;87;503.758
NULL;3.403;0;NULL;NULL;500.664
NULL;2.387;0;NULL;NULL;517.351
NULL;2.047;0;NULL;NULL;503.828
15.678;1.36;0;3.674;70;497.644
NULL;1.637;0;NULL;NULL;496.19
NULL;1.691;0;NULL;NULL;492.641
15.716;1.918;0;3.759;111;510.786
15.496;3.122;0;3.448;119;516.452
NULL;2.015;0;NULL;NULL;502.977
15.655;2.094;0;3.280;143;502.427
NULL;3.099;0;3.422;107;500.835
NULL;2.977;1.655;4.753;161;510.308
NULL;2.493;0;NULL;NULL;503.646
15.473;3.16;0;3.736;124;500.521
15.42;2.528;0;4.153;150;516.971
15.586;2.868;0;4.502;144;503.68
NULL;1.407;0;NULL;NULL;497.511
15.735;1.635;0;5.287;148;496.133
15.701;1.814;0;4.639;132;492.593
NULL;2.091;0;NULL;NULL;514.286
NULL;2.536;0;NULL;NULL;523.479
NULL;1.564;0;NULL;NULL;506.333
NULL;2.166;0;NULL;NULL;507.313
NULL;1.981;0;NULL;NULL;504.09
NULL;2.595;0;NULL;NULL;516.1
NULL;2.752;0;NULL;NULL;506.937
NULL;1.774;0;NULL;NULL;504.831
NULL;2.249;0;NULL;NULL;529.367
NULL;2.142;0;NULL;NULL;508.073
NULL;1.583;0;NULL;NULL;501.57
NULL;1.664;0;NULL;NULL;497.976
NULL;1.175;0;NULL;NULL;495.137
NULL;1.882;0;NULL;NULL;510.612
NULL;2.769;0;NULL;NULL;516.246
NULL;2.011;0;NULL;NULL;502.861
NULL;2.06;0;NULL;NULL;502.263
NULL;3.191;0;NULL;NULL;500.727
NULL;2.885;0;NULL;NULL;510.119
NULL;2.468;0;NULL;NULL;503.532
NULL;2.778;0;NULL;NULL;500.377
NULL;2.541;0;NULL;NULL;516.597
NULL;3.635;0;NULL;NULL;503.532
NULL;1.453;0;NULL;NULL;497.38
NULL;1.643;0;NULL;NULL;496.076
NULL;2.649;0;NULL;NULL;492.544
NULL;1.896;0;NULL;NULL;510.441
NULL;2.625;0;NULL;NULL;516.041
NULL;2.032;0;NULL;NULL;502.746
NULL;2.016;0;NULL;NULL;502.102
NULL;3.211;0;NULL;NULL;500.62
NULL;2.752;0;NULL;NULL;509.933
NULL;2.302;0;NULL;NULL;503.419
NULL;2.53;0;NULL;NULL;500.233
NULL;2.401;0;NULL;NULL;516.23
NULL;3.203;0;NULL;NULL;503.388
NULL;1.83;0;NULL;NULL;497.866
NULL;1.656;0;NULL;NULL;496.022
NULL;2.787;0;NULL;NULL;492.512
NULL;2.018;0;NULL;NULL;514.055
NULL;2.526;0;NULL;NULL;523.146
15.456;1.553;0;NULL;111;506.186
NULL;2.314;0;NULL;NULL;507.093
NULL;1.977;0;NULL;NULL;503.949
NULL;2.673;0;NULL;NULL;515.819
15.755;2.59;0.826;NULL;79;506.791
NULL;1.771;0;NULL;NULL;504.646
NULL;2.293;0;NULL;NULL;528.772
NULL;2.125;0;NULL;NULL;507.874
15.54;1.591;0;NULL;203;501.39
NULL;1.681;0;NULL;NULL;497.888
NULL;1.155;0;NULL;NULL;494.998
15.81;1.997;0;NULL;79;513.827
15.578;2.536;0;NULL;146;522.818
NULL;1.618;0;NULL;NULL;506.042
15.774;2.158;0;NULL;87;506.876
NULL;2.312;0;NULL;116;503.808
NULL;2.854;0;NULL;123;515.543
NULL;2.283;0;NULL;NULL;506.646
15.621;2.122;1.307;NULL;104;504.462
15.525;2.344;0;NULL;158;528.188
15.368;2.087;0;NULL;128;507.677
NULL;1.612;0;NULL;NULL;501.21
15.451;1.675;0;NULL;165;497.802
15.68;1.134;0;NULL;156;494.862
NULL;2.065;0;NULL;NULL;513.604
NULL;2.49;0;NULL;NULL;522.495
NULL;1.724;0;NULL;NULL;505.899
NULL;1.98;0;NULL;NULL;506.664
NULL;2.569;0;NULL;NULL;503.67
NULL;2.969;0.564;NULL;NULL;515.272
NULL;1.953;0;NULL;NULL;506.504
NULL;2.19;0;NULL;NULL;504.281
NULL;2.327;0;NULL;NULL;527.617
NULL;2.032;0;NULL;NULL;507.483
NULL;1.653;0;NULL;NULL;501.034
NULL;1.665;0;NULL;NULL;497.719
NULL;1.109;0;NULL;NULL;494.73
NULL;2.524;1.726;NULL;NULL;513.383
NULL;2.361;0;NULL;NULL;522.181
NULL;1.794;0;NULL;NULL;505.76
NULL;1.847;0;NULL;NULL;506.455
NULL;2.357;0;NULL;NULL;503.533
NULL;3.239;0;NULL;NULL;515.005
NULL;1.897;0;NULL;NULL;506.363
NULL;1.897;0;NULL;NULL;504.1
NULL;2.377;0;NULL;NULL;527.055
NULL;1.993;0;NULL;NULL;507.292
NULL;1.745;0;NULL;NULL;500.859
NULL;1.682;0;NULL;NULL;497.636
NULL;1.093;0;NULL;NULL;494.601
NULL;2.993;0;NULL;NULL;513.168
NULL;2.241;0;NULL;NULL;521.871
NULL;1.808;0;NULL;NULL;505.621
NULL;1.794;0;NULL;NULL;506.249
NULL;2.195;0;NULL;NULL;503.396
NULL;3.553;0.564;NULL;NULL;514.746
NULL;2.103;0.632;NULL;NULL;506.223
NULL;1.759;0;NULL;NULL;503.92
NULL;2.635;0;NULL;NULL;526.503
NULL;1.952;0;NULL;NULL;507.104
NULL;1.834;0;NULL;NULL;500.685
NULL;1.717;0;NULL;NULL;497.553
NULL;1.09;0;NULL;NULL;494.473
NULL;2.738;0;NULL;NULL;512.958
NULL;2.33;0;NULL;NULL;521.566
NULL;1.739;0;NULL;NULL;505.485
NULL;1.727;0;NULL;NULL;506.047
NULL;2.154;0;NULL;NULL;503.26
NULL;3.614;1.128;NULL;NULL;514.493
NULL;2.249;0;NULL;NULL;506.087
NULL;1.667;0;NULL;NULL;503.742
NULL;2.829;0;NULL;NULL;525.963
NULL;1.998;2.678;NULL;NULL;506.917
NULL;1.758;0;NULL;NULL;500.514
NULL;1.747;0;NULL;NULL;497.472
NULL;1.091;0;NULL;NULL;494.344
NULL;5.068;0;NULL;NULL;522.965
NULL;4.305;0;NULL;NULL;541.866
NULL;6.046;4.431;NULL;NULL;555.789
NULL;4.135;0;NULL;NULL;512.328
NULL;6.152;5.213;NULL;NULL;565.745
NULL;2.525;0;NULL;NULL;504.751
NULL;4.245;0;NULL;NULL;519.331
NULL;4.26;0;NULL;NULL;494.52
NULL;4.556;0;NULL;NULL;565.7
NULL;4.176;0;NULL;NULL;504.007
NULL;4.077;0;NULL;NULL;506.278
NULL;3.701;0;NULL;NULL;494.653
NULL;3.565;0;NULL;NULL;496.662
NULL;4.039;0;NULL;NULL;534.789
NULL;4.224;0;NULL;NULL;543.587
14.579;4.519;0;NULL;;564.918
NULL;4.032;0;NULL;NULL;512.97
NULL;4.868;0;NULL;NULL;593.625
NULL;2.882;0;NULL;NULL;506.056
14.468;4.264;0;NULL;83;532.927
NULL;3.332;0;NULL;NULL;497.046
NULL;4.279;0;NULL;NULL;565.424
NULL;4.267;0;NULL;NULL;515.816
14.504;4.179;0;NULL;101;511.394
NULL;3.579;0;NULL;NULL;495.813
NULL;4.308;0;NULL;NULL;501.226
14.661;4.12;1.714;NULL;78;534.867
14.599;4.243;0;NULL;121;543.626
NULL;4.504;0;NULL;NULL;564.948
14.579;3.947;0;NULL;;512.969
NULL;4.873;0;NULL;;593.724
NULL;2.944;0;NULL;71;506.194
NULL;4.246;0;NULL;NULL;533.362
14.417;4.672;13.528;NULL;;497.014
14.574;4.305;0;NULL;138;565.176
14.522;4.242;0;NULL;87;516.771
NULL;4.145;0;NULL;NULL;511.585
14.61;3.424;0;NULL;87;495.754
NULL;4.302;0;NULL;;502.35
NULL;4.285;3.428;NULL;NULL;534.896
NULL;4.23;0;NULL;NULL;543.648
NULL;4.465;0;NULL;NULL;564.921
NULL;3.9;0;NULL;NULL;512.948
NULL;4.83;0;NULL;NULL;593.688
NULL;2.991;0;NULL;NULL;506.33
NULL;4.232;0;NULL;NULL;533.667
NULL;5.021;0;NULL;NULL;498.469
NULL;4.319;0;NULL;NULL;564.904
NULL;4.231;0;NULL;NULL;517.455
NULL;4.131;0;NULL;NULL;511.657
NULL;3.169;0;NULL;NULL;495.693
NULL;4.193;0;NULL;NULL;503.204
NULL;4.185;0;NULL;NULL;534.918
NULL;4.21;0;NULL;NULL;543.652
NULL;4.477;0;NULL;NULL;564.843
NULL;3.902;4.133;NULL;NULL;512.903
NULL;5.056;0;NULL;NULL;593.567
NULL;2.999;0;NULL;NULL;506.464
NULL;4.225;0;NULL;NULL;533.892
NULL;4.352;0;NULL;NULL;500.665
NULL;4.51;0;NULL;NULL;564.62
NULL;4.183;0;NULL;NULL;517.892
NULL;4.134;0;NULL;NULL;511.649
NULL;3.127;0;NULL;NULL;495.634
NULL;4.135;0;NULL;NULL;503.798
NULL;4.15;0;NULL;NULL;534.932
NULL;4.191;0;NULL;NULL;543.634
NULL;4.443;0;NULL;NULL;564.73
NULL;3.865;0;NULL;NULL;512.838
NULL;5.707;0;NULL;NULL;593.793
NULL;2.947;0;NULL;NULL;506.597
NULL;4.225;0;NULL;NULL;534.061
NULL;4.258;0;NULL;NULL;502.475
NULL;4.611;0;NULL;NULL;564.411
NULL;4.171;0;NULL;NULL;518.154
NULL;4.151;0;NULL;NULL;511.591
NULL;3.486;0;NULL;NULL;495.571
NULL;4.789;6.478;NULL;NULL;504.146
NULL;4.123;0;NULL;NULL;534.924
NULL;4.197;0;NULL;NULL;543.592
NULL;4.432;0;NULL;NULL;564.592
NULL;3.829;0;NULL;NULL;512.761
NULL;5.872;0;NULL;NULL;595.07
NULL;2.863;0;NULL;NULL;506.731
NULL;4.435;0;NULL;NULL;534.197
NULL;4.232;0;NULL;NULL;503.882
NULL;4.326;0;NULL;NULL;564.283
NULL;4.144;0;NULL;NULL;518.3
NULL;4.131;0;NULL;NULL;511.499
NULL;3.149;3.082;NULL;NULL;495.507
NULL;4.604;0;NULL;NULL;504.987
NULL;4.102;0;NULL;NULL;534.885
NULL;4.17;0;NULL;NULL;543.53
NULL;4.401;0;NULL;NULL;564.431
NULL;4.093;6.995;NULL;NULL;512.673
NULL;5.194;0;NULL;NULL;597.034
NULL;2.79;0;NULL;NULL;506.861
NULL;5.162;0;NULL;NULL;534.345
NULL;4.352;0;NULL;NULL;504.962
NULL;4.315;0;NULL;NULL;564.131
NULL;4.523;9.54;NULL;NULL;518.376
NULL;4.665;10.173;NULL;NULL;511.373
NULL;4.097;0;NULL;NULL;495.444
NULL;4.338;0;NULL;NULL;506.107
NULL;4.037;2.485;NULL;NULL;534.812
NULL;4.176;0;NULL;NULL;543.445
NULL;4.389;0;NULL;NULL;564.253
NULL;4.327;0;NULL;NULL;512.631
NULL;5.071;0;NULL;NULL;598.604
NULL;2.744;0;NULL;NULL;506.989
NULL;4.891;0;NULL;NULL;535.413
NULL;4.476;0;NULL;NULL;505.909
NULL;4.309;0;NULL;NULL;563.946
NULL;5.054;0;NULL;NULL;518.806
NULL;4.635;0;NULL;NULL;511.674
NULL;3.839;0;NULL;NULL;495.403
NULL;4.241;0;NULL;NULL;507.021
NULL;4.132;0;NULL;NULL;534.697
NULL;4.214;0;NULL;NULL;543.338
14.595;4.36;0;4.471;113;564.055
NULL;4.06;0;NULL;NULL;512.634
NULL;5.028;0;NULL;NULL;599.633
NULL;2.691;0;NULL;NULL;507.114
14.414;4.643;0;5.927;82;536.958
NULL;4.34;0;NULL;NULL;506.818
NULL;4.29;0;NULL;NULL;563.732
NULL;4.289;0;NULL;NULL;519.843
14.505;4.216;0;5.637;87;512.298
NULL;3.401;0;NULL;NULL;495.364
NULL;4.18;0;NULL;NULL;507.67
14.297;4.231;0;5.759;;534.548
14.489;4.209;0;5.742;112;543.222
NULL;4.325;0;NULL;NULL;563.829
14.395;4.025;0;5.747;95;512.632
NULL;4.989;0;5.533;;600.186
NULL;2.67;0;5.229;93;507.236
NULL;4.719;0;NULL;NULL;538.308
14.49;4.32;0;6.213;87;507.599
14.55;4.277;0;7.048;116;563.493
14.606;4.245;9.54;5.300;101;520.679
NULL;4.203;0;NULL;NULL;512.698
14.714;3.078;0;4.595;;495.315
NULL;4.127;0;6.482;63;508.061
NULL;4.681;0;NULL;NULL;526.096
NULL;4.308;0;NULL;NULL;542.197
14.463;4.98;0;4.874;114;558.268
NULL;4.129;0;NULL;NULL;512.459
NULL;5.549;0;NULL;NULL;572.779
NULL;3.089;4.778;NULL;NULL;504.9
14.465;4.825;0;5.229;;520.401
NULL;4.124;0;NULL;NULL;495.529
NULL;4.499;0;NULL;NULL;565.918
NULL;5.428;0;NULL;NULL;504.287
14.603;4.048;0;5.398;87;506.506
NULL;4.357;0;NULL;NULL;494.649
NULL;4.578;0;NULL;NULL;496.93
NULL;4.236;0;NULL;NULL;534.406
NULL;4.185;0;NULL;NULL;543.102
NULL;4.301;0;NULL;NULL;563.569
NULL;4.575;0;NULL;NULL;512.63
NULL;4.962;0;NULL;NULL;600.426
NULL;2.691;0;NULL;NULL;507.355
NULL;4.525;0;NULL;NULL;539.586
NULL;4.173;0;NULL;NULL;508.217
NULL;4.259;0;NULL;NULL;563.231
NULL;4.229;0;NULL;NULL;521.232
NULL;4.165;0;NULL;NULL;512.923
NULL;2.914;0;NULL;NULL;495.262
NULL;4.119;0;NULL;NULL;508.183
NULL;4.333;12.049;NULL;NULL;534.298
NULL;4.149;0;NULL;NULL;542.975
NULL;4.268;0;NULL;NULL;563.275
NULL;4.121;0;NULL;NULL;512.689
NULL;4.932;0;NULL;NULL;600.484
NULL;2.783;0;NULL;NULL;507.471
NULL;4.431;0;NULL;NULL;540.689
NULL;4.162;0;NULL;NULL;508.595
NULL;4.258;5.968;NULL;NULL;562.944
NULL;4.22;0;NULL;NULL;521.571
NULL;4.157;0;NULL;NULL;513.024
NULL;2.916;0;NULL;NULL;495.204
NULL;4.117;0;NULL;NULL;508.126
NULL;4.927;0;NULL;NULL;534.23
NULL;4.145;0;NULL;NULL;542.831
NULL;4.256;0;NULL;NULL;562.945
NULL;4.106;0;NULL;NULL;512.742
NULL;4.912;0;NULL;NULL;600.424
NULL;2.849;0;NULL;NULL;507.586
NULL;4.382;0;NULL;NULL;541.491
NULL;4.153;0;NULL;NULL;508.808
NULL;4.224;0;NULL;NULL;562.637
NULL;4.189;0;NULL;NULL;521.781
NULL;4.122;0;NULL;NULL;513.039
NULL;4.272;0;NULL;NULL;495.161
NULL;4.103;0;NULL;NULL;507.959
NULL;4.656;0;NULL;NULL;534.378
NULL;4.15;0;NULL;NULL;542.669
NULL;4.209;0;NULL;NULL;562.582
NULL;4.081;0;NULL;NULL;512.776
NULL;4.905;0;NULL;NULL;600.284
NULL;2.845;0;NULL;NULL;507.7
NULL;4.351;0;NULL;NULL;542.04
NULL;4.146;0;NULL;NULL;508.916
NULL;4.191;0.002;NULL;NULL;562.307
NULL;4.155;0;NULL;NULL;521.895
NULL;4.106;0;NULL;NULL;512.994
NULL;3.901;0;NULL;NULL;495.153
NULL;4.062;0;NULL;NULL;507.737
NULL;4.289;0;NULL;NULL;534.698
NULL;4.16;0;NULL;NULL;542.495
NULL;4.201;0;NULL;NULL;562.183
NULL;4.046;0;NULL;NULL;512.795
NULL;4.862;0;NULL;NULL;600.094
NULL;2.885;0;NULL;NULL;507.811
NULL;4.325;0;NULL;NULL;542.426
NULL;4.13;0;NULL;NULL;508.95
NULL;4.182;0;NULL;NULL;561.947
NULL;4.093;0;NULL;NULL;521.942
NULL;4.115;0;NULL;NULL;512.901
NULL;3.741;0;NULL;NULL;495.13
NULL;4.016;0;NULL;NULL;507.48
NULL;4.41;0;NULL;NULL;534.953
NULL;4.164;0;NULL;NULL;542.31
NULL;4.483;0.64;NULL;NULL;561.737
NULL;4.213;0;NULL;NULL;512.798
NULL;4.814;0;NULL;NULL;599.862
NULL;2.943;0;NULL;NULL;507.923
NULL;4.278;0;NULL;NULL;542.705
NULL;4.117;0;NULL;NULL;508.926
NULL;4.149;0;NULL;NULL;561.56
NULL;4.054;0;NULL;NULL;521.932
NULL;4.094;0;NULL;NULL;512.763
NULL;4.697;3.975;NULL;NULL;495.103
NULL;3.962;0;NULL;NULL;507.195
NULL;4.311;0;NULL;NULL;535.201
NULL;4.154;0;NULL;NULL;542.119
14.471;4.361;0;NULL;87;561.329
NULL;4.526;0;NULL;NULL;512.812
NULL;4.812;0;NULL;NULL;599.595
NULL;2.945;0;NULL;NULL;508.032
14.357;4.278;0;NULL;58;542.901
NULL;4.095;0;NULL;NULL;508.853
NULL;4.153;0;NULL;NULL;561.145
NULL;4.074;2.262;NULL;NULL;521.867
14.502;4.035;0;NULL;58;512.591
NULL;4.322;0;NULL;NULL;495.397
NULL;3.854;0;NULL;NULL;506.874
14.61;4.254;0;NULL;80;535.412
14.477;4.162;0;NULL;66;541.922
NULL;4.29;0;NULL;NULL;560.962
14.249;4.145;0;NULL;56;512.897
NULL;4.778;0;NULL;63;599.304
NULL;2.892;1.446;NULL;47;508.141
NULL;4.245;0;NULL;NULL;543.042
14.582;4.079;0;NULL;;508.749
14.494;4.157;0;NULL;78;560.707
14.539;4.033;2.262;NULL;49;521.766
NULL;3.985;0;NULL;NULL;512.397
14.577;4.117;0;NULL;45;495.811
NULL;3.693;0;NULL;;506.524
NULL;4.198;0;NULL;NULL;535.569
NULL;4.187;0;NULL;NULL;541.719
NULL;4.262;0;NULL;NULL;560.588
NULL;4.344;0;NULL;NULL;512.985
NULL;4.779;0;NULL;NULL;598.986
NULL;2.889;0;NULL;NULL;508.249
NULL;4.24;0;NULL;NULL;543.14
NULL;4.051;0;NULL;NULL;508.623
NULL;4.167;0;NULL;NULL;560.253
NULL;4.017;0;NULL;NULL;521.631
NULL;3.977;0;NULL;NULL;512.18
NULL;4.063;0;NULL;NULL;496.078
NULL;3.576;0;NULL;NULL;506.152
NULL;4.16;0;NULL;NULL;535.675
NULL;4.166;0;NULL;NULL;541.517
NULL;4.243;0;NULL;NULL;560.2
NULL;4.531;0;NULL;NULL;513.238
NULL;4.765;0;NULL;NULL;598.648
NULL;2.917;0;NULL;NULL;508.354
NULL;4.239;0;NULL;NULL;543.206
NULL;3.996;0;NULL;NULL;508.476
NULL;4.163;0;NULL;NULL;559.787
NULL;3.992;0;NULL;NULL;521.438
NULL;4.01;0;NULL;NULL;511.945
NULL;3.976;0;NULL;NULL;496.235
NULL;3.427;0;NULL;NULL;505.773
14.604;4.551;0;6.257;121;528.637
14.448;4.568;0;4.730;106;542.467
NULL;4.838;0;NULL;NULL;560.391
14.583;4.064;0;5.468;;512.549
NULL;5.625;0;5.541;101;578.432
NULL;3.593;0;4.940;66;505.043
NULL;4.948;18.345;NULL;NULL;521.661
14.517;4.116;0;4.695;;496.266
14.684;4.455;0;6.548;104;566.041
14.584;4.421;0;5.603;125;505.487
NULL;4.156;0;NULL;NULL;506.564
14.548;4.255;0;4.963;;495.011
NULL;4.208;0;4.861;83;497.51
NULL;4.16;0;NULL;NULL;535.735
NULL;4.144;0;NULL;NULL;541.315
NULL;4.256;0;NULL;NULL;559.794
NULL;4.143;0;NULL;NULL;513.595
NULL;4.733;0;NULL;NULL;598.289
NULL;2.918;0;NULL;NULL;508.458
NULL;4.22;0;NULL;NULL;543.249
NULL;3.876;0;NULL;NULL;508.309
NULL;4.158;0;NULL;NULL;559.313
NULL;3.957;0;NULL;NULL;521.211
NULL;3.981;0;NULL;NULL;511.701
NULL;3.825;0;NULL;NULL;496.31
NULL;3.181;0;NULL;NULL;505.4
NULL;4.186;0;NULL;NULL;535.764
NULL;4.141;0;NULL;NULL;541.108
NULL;4.27;0;NULL;NULL;559.377
NULL;4.139;0;NULL;NULL;513.812
NULL;4.703;0;NULL;NULL;597.906
NULL;2.924;0;NULL;NULL;508.561
NULL;4.217;0;NULL;NULL;543.274
NULL;3.73;0;NULL;NULL;508.122
NULL;4.166;0;NULL;NULL;558.84
NULL;3.946;0;NULL;NULL;520.957
NULL;3.958;0;NULL;NULL;513.05
NULL;3.652;0;NULL;NULL;496.319
NULL;4.434;0;NULL;NULL;530.649
NULL;4.32;0;NULL;NULL;542.768
NULL;4.739;0;NULL;NULL;561.966
NULL;4.486;0;NULL;NULL;512.581
NULL;5.377;0;NULL;NULL;583.028
NULL;3.272;0;NULL;NULL;505.192
NULL;5.304;0;NULL;NULL;523.624
NULL;4.075;0;NULL;NULL;496.738
NULL;4.403;0;NULL;NULL;566.094
NULL;4.249;0;NULL;NULL;506.674
NULL;4.436;0;NULL;NULL;506.564
NULL;4.065;0;NULL;NULL;495.443
NULL;4.118;0;NULL;NULL;497.93
NULL;4.27;0;NULL;NULL;532.182
NULL;4.306;0;NULL;NULL;543.01
NULL;4.673;0;NULL;NULL;563.093
NULL;4.127;0;NULL;NULL;512.682
NULL;5.2;0;NULL;NULL;586.607
NULL;3.09;0;NULL;NULL;505.34
NULL;4.599;0;NULL;NULL;526.147
NULL;4.022;0;NULL;NULL;496.999
NULL;4.37;0;NULL;NULL;566.086
NULL;4.685;0;NULL;NULL;507.623
NULL;5.401;0;NULL;NULL;507.032
NULL;4.013;0;NULL;NULL;495.696
NULL;4.517;0;NULL;NULL;498.135
NULL;4.249;0;NULL;NULL;533.256
NULL;4.291;0;NULL;NULL;543.199
NULL;4.62;0;NULL;NULL;563.844
NULL;4.091;2.694;NULL;NULL;512.789
NULL;5.135;0;NULL;NULL;589.247
NULL;2.992;0;NULL;NULL;505.486
NULL;4.496;0;NULL;NULL;528.268
NULL;3.973;0;NULL;NULL;497.131
NULL;4.351;0;NULL;NULL;566.035
NULL;5.314;0;NULL;NULL;508.862
NULL;4.319;0;NULL;NULL;508.399
NULL;3.947;0;NULL;NULL;495.833
NULL;4.176;0;NULL;NULL;498.453
NULL;4.233;0;NULL;NULL;533.93
NULL;4.274;0;NULL;NULL;543.344
NULL;4.639;0;NULL;NULL;564.275
NULL;4.274;0;NULL;NULL;512.848
NULL;5.058;0;NULL;NULL;591.147
NULL;2.939;0;NULL;NULL;505.632
NULL;4.401;0;NULL;NULL;529.972
NULL;3.879;0;NULL;NULL;497.182
NULL;4.328;0;NULL;NULL;565.946
NULL;4.769;0;NULL;NULL;510.873
NULL;4.231;0;NULL;NULL;509.565
NULL;3.813;0;NULL;NULL;495.894
NULL;4.232;0;NULL;NULL;498.676
NULL;4.252;0;NULL;NULL;534.343
NULL;4.24;5.562;NULL;NULL;543.455
NULL;4.696;0;NULL;NULL;564.573
NULL;4.104;0;NULL;NULL;512.916
NULL;4.999;5.617;NULL;NULL;592.454
NULL;2.895;0;NULL;NULL;505.774
NULL;4.338;0;NULL;NULL;531.29
NULL;3.737;0;NULL;NULL;497.173
NULL;4.313;0;NULL;NULL;565.813
NULL;4.392;0;NULL;NULL;512.902
NULL;4.208;0;NULL;NULL;510.43
NULL;3.759;0;NULL;NULL;495.898
NULL;5.145;9.218;NULL;NULL;498.851
NULL;4.134;0;NULL;NULL;534.621
NULL;4.25;0;NULL;NULL;543.532
NULL;4.57;0;NULL;NULL;564.803
NULL;4.072;0;NULL;NULL;512.953
NULL;4.929;0;NULL;NULL;593.26
NULL;2.867;0;NULL;NULL;505.915
NULL;4.29;0;NULL;NULL;532.272
NULL;3.545;0;NULL;NULL;497.121
NULL;4.295;0;NULL;NULL;565.638
NULL;4.305;0;NULL;NULL;514.548
NULL;4.194;0;NULL;NULL;511.035
NULL;3.711;0;NULL;NULL;495.864
NULL;4.74;0;NULL;NULL;499.875
NULL;4.764;0;NULL;NULL;564.253
NULL;4.436;0;NULL;NULL;530.661
NULL;4.342;3.97;NULL;NULL;541.228
NULL;4.165;0;NULL;NULL;549.529
NULL;4.655;0;NULL;NULL;539.023
NULL;4.892;0;NULL;NULL;594.427
NULL;2.898;0;NULL;NULL;508.309
NULL;4.608;0;NULL;NULL;539.828
NULL;4.281;0;NULL;NULL;531.796
NULL;4.539;0;NULL;NULL;552.041
NULL;3.862;0;NULL;NULL;512.24
NULL;3.609;0;NULL;NULL;514.579
NULL;3.941;0;NULL;NULL;499.415
14.475;4.556;0;NULL;136;562.421
14.534;4.178;0;NULL;95;535.08
14.547;4.275;0;NULL;82;543.757
14.577;4.106;0;NULL;148;546.022
NULL;5.033;4.872;NULL;133;544.712
NULL;5.003;0;NULL;120;590.371
14.378;2.742;0;NULL;;507.514
14.676;4.676;0;NULL;112;538.763
14.536;4.934;0;NULL;143;550.568
14.65;4.08;0;NULL;124;549.817
14.804;2.918;0;NULL;139;510.282
14.753;4.196;0;NULL;123;515.978
14.895;2.948;0;NULL;98;497.831
NULL;4.564;0;NULL;NULL;562.159
NULL;4.157;0;NULL;NULL;535.2
NULL;4.263;0;NULL;NULL;543.829
NULL;4.156;0;NULL;NULL;545.55
NULL;4.395;0;NULL;NULL;545.331
NULL;4.788;0;NULL;NULL;589.98
NULL;2.814;0;NULL;NULL;507.429
NULL;4.813;19.154;NULL;NULL;538.565
NULL;4.82;9.138;NULL;NULL;553.11
NULL;4.052;0;NULL;NULL;549.445
NULL;2.789;0;NULL;NULL;510.056
NULL;4.161;0;NULL;NULL;516.188
NULL;2.814;3.67;NULL;NULL;497.624
NULL;4.529;0;NULL;NULL;561.823
NULL;4.367;0;NULL;NULL;535.29
NULL;4.262;0;NULL;NULL;543.883
NULL;4.167;0;NULL;NULL;545.07
NULL;4.367;0;NULL;NULL;545.685
NULL;5.115;0;NULL;NULL;589.586
NULL;2.888;0;NULL;NULL;507.347
NULL;5.419;0;NULL;NULL;538.837
NULL;4.689;0;NULL;NULL;554.996
NULL;4.052;0;NULL;NULL;549.037
NULL;2.696;8.088;NULL;NULL;509.833
NULL;4.182;0;NULL;NULL;516.281
NULL;2.859;0;NULL;NULL;497.413
NULL;5.526;0;NULL;NULL;561.668
NULL;4.281;0;NULL;NULL;535.383
NULL;4.244;0;NULL;NULL;543.922
NULL;4.129;0;NULL;NULL;544.59
NULL;4.327;0;NULL;NULL;545.839
NULL;5.264;0;NULL;NULL;589.362
NULL;2.897;0;NULL;NULL;507.266
NULL;4.605;0;NULL;NULL;540.075
NULL;4.605;0;NULL;NULL;556.335
NULL;4.023;0;NULL;NULL;548.597
NULL;2.665;0;NULL;NULL;509.611
NULL;4.149;0;NULL;NULL;516.305
NULL;2.671;0;NULL;NULL;497.202
NULL;4.902;13.257;NULL;NULL;562.42
NULL;4.448;0;NULL;NULL;535.475
NULL;4.238;0;NULL;NULL;543.947
NULL;4.078;0;NULL;NULL;544.105
NULL;4.259;0;NULL;NULL;545.863
NULL;4.86;0;NULL;NULL;589.368
NULL;3.21;0;NULL;NULL;507.185
NULL;4.434;0;NULL;NULL;541.286
NULL;4.527;0;NULL;NULL;557.229
NULL;3.993;0;NULL;NULL;548.125
NULL;2.647;0;NULL;NULL;509.389
