temperature;soilMoisture;precipitation;ndvi;evatrasporation;Level
NULL;4.083;0;NULL;NULL;516.28
NULL;2.524;0;NULL;NULL;496.995
NULL;5.503;0;NULL;NULL;563.38
NULL;4.356;7.392;NULL;NULL;535.591
NULL;4.229;0;NULL;NULL;543.958
NULL;4.048;0;NULL;NULL;543.603
NULL;4.511;5.42;NULL;NULL;545.79
NULL;4.794;0;NULL;NULL;589.222
NULL;5.752;0;NULL;NULL;507.273
NULL;4.352;0;NULL;NULL;542.11
NULL;4.455;0;NULL;NULL;557.71
NULL;4.021;0;NULL;NULL;547.613
NULL;2.632;0;NULL;NULL;509.17
NULL;4.013;0;NULL;NULL;516.206
NULL;2.519;0;NULL;NULL;496.789
NULL;5.72;0;NULL;NULL;564.796
NULL;4.721;0;NULL;NULL;535.806
NULL;4.172;0;NULL;NULL;543.95
NULL;4.036;0;NULL;NULL;543.076
NULL;5.395;0;NULL;NULL;546.072
NULL;4.78;0;NULL;NULL;588.948
NULL;4.725;0;NULL;NULL;508.617
NULL;4.268;0;NULL;NULL;542.543
NULL;4.46;0;NULL;NULL;557.898
NULL;4.109;16.04;NULL;NULL;547.068
NULL;2.599;0;NULL;NULL;508.956
NULL;4.017;0;NULL;NULL;516.068
NULL;2.51;0;NULL;NULL;496.587
NULL;5.169;0;NULL;NULL;566.817
NULL;4.629;4.714;NULL;NULL;536.209
NULL;4.155;0;NULL;NULL;543.913
NULL;4.024;0;NULL;NULL;542.522
NULL;4.754;0;NULL;NULL;547.14
NULL;4.863;0;NULL;NULL;588.6
NULL;4.267;0;NULL;NULL;510.341
NULL;4.209;0;NULL;NULL;542.692
NULL;4.413;0;NULL;NULL;557.94
NULL;4.079;0;NULL;NULL;546.526
NULL;2.533;0;NULL;NULL;508.746
NULL;3.996;0;NULL;NULL;515.874
NULL;2.313;0;NULL;NULL;496.39
14.591;5.908;15.813;5.891;124;568.907
14.651;4.293;0;4.534;;536.71
14.784;4.29;0;4.592;103;543.844
14.591;4.111;12.506;5.758;123;541.932
NULL;5.18;0;4.624;145;548.328
NULL;5.11;0;6.087;117;588.239
0;4.312;0;4.549;;511.699
0;4.282;0;5.736;;542.676
14.712;4.382;0;6.382;143;557.888
14.812;4.877;0;4.997;155;545.988
15.111;2.537;0;4.654;120;508.538
14.773;3.918;0;4.383;150;515.66
14.796;2.229;0;4.067;85;496.195
NULL;6.037;0;NULL;NULL;571.779
NULL;4.243;0;NULL;NULL;537.102
NULL;4.325;0;NULL;NULL;543.779
NULL;5.08;0;NULL;NULL;541.321
NULL;4.681;0;NULL;NULL;549.748
NULL;5.031;14.965;NULL;NULL;588.006
NULL;4.784;0;NULL;NULL;512.893
NULL;4.715;0;NULL;NULL;542.593
NULL;4.481;0;NULL;NULL;557.766
NULL;4.518;0;NULL;NULL;545.75
NULL;2.81;0;NULL;NULL;508.333
NULL;3.846;0;NULL;NULL;515.416
NULL;2.573;5.47;NULL;NULL;496.003
14.573;4.819;14.659;6.325;;564.089
14.551;4.372;0;4.116;77;531.876
14.416;4.848;0;5.017;94;541.555
14.564;4.194;0;4.606;102;549.226
NULL;4.598;0;5.655;116;540.787
NULL;4.767;0;5.396;106;593.973
14.618;2.814;0;469;;508.219
14.637;4.304;0;5.648;138;539.967
14.397;4.438;0;5.070;85;531.965
14.505;4.501;0;5.058;137;551.79
14.721;3.731;0;5.987;113;512.054
0;3.416;0;5.486;;514.274
14.808;3.806;0;5.920;95;499.369
NULL;5.39;15.813;NULL;NULL;575.142
NULL;4.243;0;NULL;NULL;537.394
NULL;4.181;0;NULL;NULL;543.731
NULL;4.495;0;NULL;NULL;540.984
NULL;4.511;0;NULL;NULL;550.884
NULL;5.138;0;NULL;NULL;587.857
NULL;4.315;0;NULL;NULL;514.18
NULL;5.098;0;NULL;NULL;542.74
NULL;4.447;0;NULL;NULL;557.624
NULL;4.243;0;NULL;NULL;545.667
NULL;3.428;0;NULL;NULL;508.129
NULL;3.709;8.485;NULL;NULL;515.141
NULL;3.046;0;NULL;NULL;495.811
NULL;5.79;9.381;NULL;NULL;578.102
NULL;4.2;0;NULL;NULL;537.622
NULL;4.178;0;NULL;NULL;543.664
NULL;4.222;0;NULL;NULL;540.825
NULL;4.465;0;NULL;NULL;551.622
NULL;5.088;0;NULL;NULL;587.906
NULL;4.232;8.279;NULL;NULL;515.242
NULL;4.798;0;NULL;NULL;543.536
NULL;4.371;0;NULL;NULL;557.469
NULL;4.176;0;NULL;NULL;545.577
NULL;3.238;0;NULL;NULL;507.929
NULL;5.118;13.089;NULL;NULL;514.809
NULL;2.805;0;NULL;NULL;495.624
NULL;5.317;0;NULL;NULL;581.043
NULL;4.145;0;NULL;NULL;537.795
NULL;4.16;0;NULL;NULL;543.576
NULL;4.242;0;NULL;NULL;540.668
NULL;4.436;0;NULL;NULL;552.007
NULL;4.908;0;NULL;NULL;588.034
NULL;4.465;0;NULL;NULL;516.095
NULL;5.375;25.496;NULL;NULL;544.607
NULL;4.34;0;NULL;NULL;557.285
NULL;4.134;0;NULL;NULL;545.458
NULL;2.84;0;NULL;NULL;507.736
NULL;4.217;0;NULL;NULL;514.976
NULL;2.461;0;NULL;NULL;495.44
NULL;5.122;0;NULL;NULL;583.393
NULL;4.127;0;NULL;NULL;537.922
NULL;4.285;0;NULL;NULL;543.462
NULL;4.657;0;NULL;NULL;540.506
NULL;4.382;0;NULL;NULL;552.177
NULL;4.767;0;NULL;NULL;587.978
NULL;4.175;0;NULL;NULL;516.845
NULL;5.116;0;NULL;NULL;546.28
NULL;4.362;0;NULL;NULL;557.074
NULL;4.083;0;NULL;NULL;545.294
NULL;2.559;0;NULL;NULL;507.548
NULL;4.095;0;NULL;NULL;515.124
NULL;2.791;0;NULL;NULL;495.263
NULL;5.021;0;NULL;NULL;585.034
NULL;4.122;0;NULL;NULL;538.015
NULL;4.257;5.384;NULL;NULL;543.35
NULL;4.239;0;NULL;NULL;540.41
NULL;4.564;3.995;NULL;NULL;552.232
NULL;4.742;0;NULL;NULL;587.744
NULL;4.118;0;NULL;NULL;517.339
NULL;4.939;0;NULL;NULL;548.179
NULL;4.555;7.464;NULL;NULL;556.852
NULL;4.069;0;NULL;NULL;545.081
NULL;2.383;0;NULL;NULL;507.359
NULL;4.075;0;NULL;NULL;515.159
NULL;4.029;3.673;NULL;NULL;495.09
NULL;4.918;0;NULL;NULL;586.07
NULL;4.114;0;NULL;NULL;538.075
NULL;4.142;0;NULL;NULL;543.251
NULL;4.188;0;NULL;NULL;540.304
NULL;4.374;0;NULL;NULL;552.267
NULL;4.654;0;NULL;NULL;587.411
NULL;4.127;0;NULL;NULL;517.642
NULL;4.64;0;NULL;NULL;549.871
NULL;4.291;0;NULL;NULL;556.646
NULL;4.019;0;NULL;NULL;544.82
NULL;2.313;0;NULL;NULL;507.171
NULL;4.645;0;NULL;NULL;515.123
NULL;4.232;0;NULL;NULL;494.955
14.641;4.823;0;NULL;134;586.562
14.836;4.057;0;NULL;125;538.096
14.86;4.106;0;NULL;110;543.135
14.62;4.143;1.864;NULL;156;540.162
NULL;4.326;0;NULL;151;552.223
NULL;4.59;0;NULL;192;586.994
14.66;4.176;0;NULL;158;517.824
14.726;4.54;0;NULL;167;551.124
14.597;4.664;0;NULL;155;556.428
14.782;4.012;0;NULL;167;544.509
15.066;2.337;0;NULL;170;506.985
14.648;5.931;5.61;NULL;;516.084
14.82;4.726;0;NULL;139;494.875
NULL;4.648;3.038;NULL;NULL;586.531
NULL;4.053;0;NULL;NULL;538.071
NULL;4.096;0;NULL;NULL;542.988
NULL;4.26;0;NULL;NULL;539.986
NULL;4.266;0;NULL;NULL;552.108
NULL;4.594;0;NULL;NULL;586.515
NULL;5.446;0;NULL;NULL;518.13
NULL;4.485;0;NULL;NULL;551.968
NULL;4.328;0;NULL;NULL;556.256
NULL;4.017;0;NULL;NULL;544.15
NULL;2.352;0;NULL;NULL;506.801
NULL;5.244;0;NULL;NULL;518.692
NULL;4.902;0;NULL;NULL;495.23
NULL;5.447;0;NULL;NULL;586.297
NULL;4.095;0;NULL;NULL;538.001
NULL;4.121;0;NULL;NULL;542.811
NULL;4.45;0;NULL;NULL;539.799
NULL;4.241;0;NULL;NULL;551.933
NULL;4.548;0;NULL;NULL;585.995
NULL;4.952;0;NULL;NULL;519.551
NULL;4.431;0;NULL;NULL;552.435
NULL;4.675;5.562;NULL;NULL;556.069
NULL;4.056;0;NULL;NULL;543.748
NULL;2.271;0;NULL;NULL;506.619
NULL;5.083;0;NULL;NULL;521.546
NULL;4.277;0;NULL;NULL;498.609
NULL;4.107;0;NULL;NULL;542.612
NULL;4.357;0;NULL;NULL;521.351
NULL;2.247;0;NULL;NULL;506.442
NULL;4.735;7.329;NULL;NULL;564.015
NULL;4.306;0;NULL;NULL;532.809
NULL;4.497;0;NULL;NULL;542.104
NULL;4.199;0;NULL;NULL;548.891
NULL;4.508;0;NULL;NULL;542.127
NULL;4.753;0;NULL;NULL;593.495
NULL;2.787;0;NULL;NULL;508.127
NULL;4.285;0;NULL;NULL;540.004
NULL;4.265;0;NULL;NULL;532.104
NULL;4.245;0;NULL;NULL;551.642
NULL;3.528;0;NULL;NULL;511.846
NULL;3.319;0;NULL;NULL;513.976
NULL;3.666;0;NULL;NULL;499.234
NULL;4.802;0;NULL;NULL;563.971
NULL;4.272;0;NULL;NULL;533.457
NULL;4.354;0;NULL;NULL;542.599
NULL;4.165;0;NULL;NULL;548.535
NULL;4.459;0;NULL;NULL;543.102
NULL;5.004;0;NULL;NULL;592.992
NULL;2.757;0;NULL;NULL;508.036
NULL;4.275;0;NULL;NULL;539.968
NULL;4.756;0;NULL;NULL;532.173
NULL;4.198;0;NULL;NULL;551.476
NULL;3.33;0;NULL;NULL;511.628
NULL;3.38;0;NULL;NULL;513.675
NULL;3.601;0;NULL;NULL;499.051
NULL;4.581;0;NULL;NULL;563.912
NULL;4.25;0;NULL;NULL;533.916
NULL;4.316;0;NULL;NULL;542.961
NULL;4.15;0;NULL;NULL;548.159
NULL;4.419;0;NULL;NULL;543.75
NULL;4.967;0;NULL;NULL;592.563
NULL;2.731;20.071;NULL;NULL;507.948
NULL;4.238;0;NULL;NULL;539.879
NULL;6.018;5.458;NULL;NULL;533.194
NULL;4.165;0;NULL;NULL;551.278
NULL;3.13;0;NULL;NULL;511.406
NULL;4.968;0;NULL;NULL;513.382
NULL;3.569;0;NULL;NULL;498.843
NULL;4.512;0;NULL;NULL;563.702
NULL;4.254;0;NULL;NULL;534.258
NULL;4.283;0;NULL;NULL;543.226
NULL;4.181;0;NULL;NULL;547.759
NULL;4.391;0;NULL;NULL;544.114
NULL;4.786;0;NULL;NULL;592.185
NULL;2.698;0;NULL;NULL;507.859
NULL;4.134;0;NULL;NULL;539.743
NULL;5.803;0;NULL;NULL;536.051
NULL;4.152;0;NULL;NULL;551.043
NULL;2.943;0;NULL;NULL;511.188
NULL;5.138;0;NULL;NULL;513.406
NULL;4.088;0;NULL;NULL;498.624
NULL;4.452;2.421;NULL;NULL;563.368
NULL;4.245;0;NULL;NULL;534.528
NULL;4.282;0;NULL;NULL;543.421
NULL;4.168;0;NULL;NULL;547.343
NULL;4.477;0;NULL;NULL;544.327
NULL;4.767;0;NULL;NULL;591.763
NULL;2.667;0;NULL;NULL;507.771
NULL;4.078;0;NULL;NULL;539.559
NULL;5.536;0;NULL;NULL;539.506
NULL;4.171;0;NULL;NULL;550.771
NULL;2.893;0;NULL;NULL;510.968
NULL;4.502;0;NULL;NULL;514.161
NULL;3.886;0;NULL;NULL;498.427
NULL;4.652;0;NULL;NULL;562.94
NULL;4.235;0;NULL;NULL;534.749
NULL;4.289;0;NULL;NULL;543.563
NULL;4.154;0;NULL;NULL;546.915
NULL;4.356;0;NULL;NULL;544.473
NULL;4.723;0;NULL;NULL;591.306
NULL;2.677;0;NULL;NULL;507.684
NULL;4.118;0;NULL;NULL;539.333
NULL;5.802;0;NULL;NULL;543.238
NULL;4.166;0;NULL;NULL;550.474
NULL;2.967;0;NULL;NULL;510.741
NULL;4.242;0;NULL;NULL;515.007
NULL;3.502;0;NULL;NULL;498.239
NULL;4.95;0;NULL;NULL;562.586
NULL;4.204;0;NULL;NULL;534.932
NULL;4.325;0;NULL;NULL;543.668
NULL;4.132;0;NULL;NULL;546.477
NULL;4.341;0;NULL;NULL;544.519
NULL;4.834;0;NULL;NULL;590.821
NULL;2.7;0;NULL;NULL;507.598
NULL;4.083;0;NULL;NULL;539.066
NULL;5.164;0;NULL;NULL;547.232
NULL;4.128;0;NULL;NULL;550.158
NULL;2.978;0;NULL;NULL;510.51
NULL;4.234;0;NULL;NULL;515.607
NULL;3.272;0;NULL;NULL;498.037
14.493;4.474;0;6.170;144;537.251
14.58;4.2;0;5.024;90;535.671
14.558;4.137;0;5.742;112;540.947
14.507;4.274;0;6.085;101;558.966
NULL;4.134;0;5.747;101;513.961
NULL;4.685;0;5.533;101;597.413
14.692;2.914;0;4.985;92;508.598
14.543;4.199;0;5.105;79;543.276
0;3.571;0;4.619;;507.929
14.53;4.158;0;6.841;125;558.464
14.565;3.903;0;6.205;114;519.656
14.327;3.9;0;5.022;;511.126
14.563;3.391;0;4.881;102;496.288
NULL;5.203;0;NULL;NULL;550.672
NULL;4.128;0;NULL;NULL;532.749
NULL;4.019;0;NULL;NULL;539.409
NULL;4.163;0;NULL;NULL;555.025
NULL;4.393;2.846;NULL;NULL;513.75
NULL;4.51;0;NULL;NULL;591.425
NULL;4.133;0;NULL;NULL;508.626
NULL;4.131;0;NULL;NULL;541.812
NULL;4.626;0;NULL;NULL;517.299
NULL;4.159;0;NULL;NULL;555.959
NULL;3.684;4.633;NULL;NULL;515.937
NULL;5.243;0;NULL;NULL;511.358
NULL;2.398;2.693;NULL;NULL;495.708
NULL;5.014;0;NULL;NULL;553.469
NULL;4.085;0;NULL;NULL;532.322
NULL;4;0;NULL;NULL;539.14
NULL;4.154;0;NULL;NULL;554.542
NULL;4.386;0;NULL;NULL;513.714
NULL;4.588;0;NULL;NULL;590.733
NULL;4.109;0;NULL;NULL;508.701
NULL;4.13;0;NULL;NULL;541.525
NULL;4.496;0;NULL;NULL;519.326
NULL;4.148;0;NULL;NULL;555.668
NULL;3.685;7.726;NULL;NULL;515.547
NULL;4.8;0;NULL;NULL;513.25
NULL;2.341;4.203;NULL;NULL;495.644
NULL;4.83;0;NULL;NULL;555.716
NULL;4.054;0;NULL;NULL;531.869
NULL;4.122;0;NULL;NULL;538.865
NULL;4.165;0;NULL;NULL;554.047
NULL;4.113;0;NULL;NULL;513.77
NULL;4.521;0;NULL;NULL;590.031
NULL;4.027;0;NULL;NULL;508.763
NULL;4.094;0;NULL;NULL;541.236
NULL;4.344;0;NULL;NULL;520.973
NULL;4.131;0;NULL;NULL;555.38
NULL;3.632;0;NULL;NULL;515.159
NULL;4.409;0;NULL;NULL;515.078
NULL;2.325;0;NULL;NULL;495.578
NULL;4.744;7.184;NULL;NULL;557.372
NULL;4.033;0;NULL;NULL;531.402
NULL;4.047;0;NULL;NULL;538.607
NULL;4.241;5.224;NULL;NULL;553.545
NULL;4.215;0;NULL;NULL;513.795
NULL;4.801;5.668;NULL;NULL;589.294
NULL;3.916;0;NULL;NULL;508.809
NULL;4.112;0;NULL;NULL;540.937
NULL;4.325;0;NULL;NULL;522.206
NULL;4.12;0;NULL;NULL;555.092
NULL;3.491;0;NULL;NULL;514.786
NULL;4.329;0;NULL;NULL;516.503
NULL;2.301;0;NULL;NULL;495.514
NULL;4.871;0;NULL;NULL;558.565
NULL;4.002;0;NULL;NULL;530.927
NULL;4.05;0;NULL;NULL;538.352
NULL;4.328;0;NULL;NULL;553.063
NULL;4.338;0;NULL;NULL;513.829
NULL;4.719;0;NULL;NULL;588.636
NULL;3.796;0;NULL;NULL;508.835
NULL;4.144;0;NULL;NULL;540.628
NULL;4.582;0;NULL;NULL;523.129
NULL;4.125;0;NULL;NULL;554.8
NULL;3.398;0;NULL;NULL;514.423
NULL;4.299;0;NULL;NULL;517.549
NULL;2.302;0;NULL;NULL;495.454
NULL;4.669;0;NULL;NULL;559.535
NULL;3.972;0;NULL;NULL;530.442
NULL;4.064;0;NULL;NULL;538.098
NULL;4.183;0;NULL;NULL;552.613
NULL;4.116;0;NULL;NULL;513.888
NULL;4.559;0;NULL;NULL;588.069
NULL;3.705;0;NULL;NULL;508.838
NULL;4.113;0;NULL;NULL;540.32
NULL;5.495;6.457;NULL;NULL;524.326
NULL;4.164;0;NULL;NULL;554.506
NULL;3.321;0;NULL;NULL;514.061
NULL;4.277;0;NULL;NULL;518.288
NULL;2.241;0;NULL;NULL;495.395
NULL;4.569;0;NULL;NULL;560.214
NULL;3.925;0;NULL;NULL;529.944
NULL;4.451;8.053;NULL;NULL;537.851
NULL;4.17;0;NULL;NULL;552.164
NULL;4.506;0;NULL;NULL;513.92
NULL;5.224;0;NULL;NULL;587.446
NULL;3.68;0;NULL;NULL;508.828
NULL;4.094;0;NULL;NULL;540.01
NULL;4.564;0;NULL;NULL;526.329
NULL;4.197;0;NULL;NULL;554.218
NULL;3.189;0;NULL;NULL;513.705
NULL;4.24;0;NULL;NULL;518.772
NULL;2.187;0;NULL;NULL;495.334
14.564;4.513;0;6.043;94;560.535
14.525;3.886;0;4.531;;529.436
14.464;4.656;0;5.480;84;537.75
14.363;4.192;0;5.161;;551.707
NULL;5.172;22.31;6.513;111;514.282
NULL;4.918;0;5.233;;587.047
14.792;3.525;0;4.293;94;508.81
14.441;4.084;0;5.042;81;539.691
14.528;4.42;0;6.367;;528.017
14.392;4.183;0;6.558;;553.945
14.525;3.099;0;5.979;92;513.353
14.543;4.196;0;5.104;;518.999
14.607;2.126;0;5.614;75;495.272
NULL;4.472;0;NULL;NULL;560.618
NULL;3.876;0;NULL;NULL;528.92
NULL;4.198;0;NULL;NULL;537.818
NULL;4.17;0;NULL;NULL;551.248
NULL;5.109;0;NULL;NULL;515.354
NULL;5.577;0;NULL;NULL;586.846
NULL;3.412;0;NULL;NULL;508.789
NULL;4.141;0;NULL;NULL;539.36
NULL;4.531;7.17;NULL;NULL;529.294
NULL;4.177;0;NULL;NULL;553.687
NULL;2.965;0;NULL;NULL;513.003
NULL;4.157;0;NULL;NULL;519.035
NULL;2.092;0;NULL;NULL;495.214
NULL;4.428;0;NULL;NULL;560.561
NULL;3.845;0;NULL;NULL;528.402
NULL;4.174;0;NULL;NULL;537.899
NULL;4.915;5.86;NULL;NULL;550.793
NULL;4.989;0;NULL;NULL;517.031
NULL;5.885;0;NULL;NULL;587.738
NULL;3.329;0;NULL;NULL;508.765
NULL;4.89;0;NULL;NULL;538.982
NULL;4.424;0;NULL;NULL;530.332
NULL;4.185;0;NULL;NULL;553.437
NULL;3.471;0;NULL;NULL;512.654
NULL;4.165;0;NULL;NULL;518.942
NULL;2.072;0;NULL;NULL;495.156
NULL;4.382;0;NULL;NULL;537.876
NULL;4.156;0;NULL;NULL;535.447
NULL;4.138;0;NULL;NULL;540.827
NULL;4.255;0;NULL;NULL;558.557
NULL;4.121;0;NULL;NULL;514.055
NULL;4.669;0;NULL;NULL;596.797
NULL;2.902;0;NULL;NULL;508.562
NULL;4.162;0;NULL;NULL;543.246
NULL;3.406;0;NULL;NULL;507.724
NULL;4.164;0;NULL;NULL;558.2
NULL;3.886;0;NULL;NULL;519.237
NULL;3.877;0;NULL;NULL;510.714
NULL;3.154;0;NULL;NULL;496.231
NULL;4.441;0;NULL;NULL;560.419
NULL;3.815;0;NULL;NULL;527.884
NULL;4.161;0;NULL;NULL;537.962
NULL;4.563;0;NULL;NULL;550.578
NULL;4.563;0;NULL;NULL;518.94
NULL;5.209;0;NULL;NULL;589.592
NULL;3.272;0;NULL;NULL;508.739
NULL;4.28;0;NULL;NULL;538.83
NULL;4.303;0;NULL;NULL;531.13
NULL;4.526;3.834;NULL;NULL;553.196
NULL;5.143;0;NULL;NULL;512.41
NULL;4.179;0;NULL;NULL;518.778
NULL;2.04;0;NULL;NULL;495.098
NULL;4.433;0;NULL;NULL;560.222
NULL;3.724;0;NULL;NULL;527.371
NULL;4.159;0;NULL;NULL;538.005
NULL;4.423;0;NULL;NULL;550.495
NULL;4.377;0;NULL;NULL;520.648
NULL;5.671;0;NULL;NULL;591.393
NULL;3.232;0;NULL;NULL;508.711
NULL;4.644;0;NULL;NULL;538.784
NULL;4.248;0;NULL;NULL;531.605
NULL;4.464;3.487;NULL;NULL;553.063
NULL;4.43;0;NULL;NULL;512.518
NULL;4.154;0;NULL;NULL;518.576
NULL;2.003;0;NULL;NULL;495.04
NULL;4.437;0;NULL;NULL;559.988
NULL;3.627;0;NULL;NULL;526.865
NULL;4.156;0;NULL;NULL;538.028
NULL;4.69;0;NULL;NULL;550.438
NULL;5.045;0;NULL;NULL;522.05
NULL;5.163;0;NULL;NULL;593.323
NULL;3.171;0;NULL;NULL;508.681
NULL;4.308;0;NULL;NULL;538.795
NULL;4.221;0;NULL;NULL;531.832
NULL;4.23;0;NULL;NULL;553.023
NULL;4.324;0;NULL;NULL;512.719
NULL;4.166;0;NULL;NULL;518.335
NULL;2.088;0;NULL;NULL;494.985
NULL;4.658;0;NULL;NULL;559.732
NULL;4.313;0;NULL;NULL;526.378
NULL;4.184;0;NULL;NULL;538.035
NULL;4.377;0;NULL;NULL;550.457
NULL;5.07;0;NULL;NULL;523.962
NULL;5.076;0;NULL;NULL;594.713
NULL;3.019;0;NULL;NULL;508.649
NULL;4.63;0;NULL;NULL;538.861
NULL;4.219;0;NULL;NULL;531.907
NULL;4.227;0;NULL;NULL;552.984
NULL;4.239;0;NULL;NULL;512.924
NULL;4.16;0;NULL;NULL;518.063
NULL;2.311;0;NULL;NULL;494.934
NULL;5.069;0;NULL;NULL;559.544
NULL;4.612;0;NULL;NULL;525.997
NULL;4.186;0;NULL;NULL;538.032
NULL;4.35;0;NULL;NULL;550.451
NULL;4.506;0;NULL;NULL;526.135
NULL;5.022;0;NULL;NULL;595.616
NULL;2.867;0;NULL;NULL;508.618
NULL;4.331;0;NULL;NULL;539.009
NULL;4.196;0;NULL;NULL;531.89
NULL;4.221;0;NULL;NULL;552.935
NULL;4.185;0;NULL;NULL;513.04
NULL;4.133;0;NULL;NULL;517.769
NULL;2.364;0;NULL;NULL;494.881
14.407;4.971;0;NULL;96;559.691
14.46;4.372;5.857;NULL;118;525.737
14.555;4.343;0;NULL;92;538.024
14.656;4.471;0;NULL;123;550.401
NULL;4.432;0;NULL;123;527.915
NULL;4.976;0;NULL;;596.08
14.656;2.858;0;NULL;89;508.584
14.442;4.257;0;NULL;106;539.181
14.355;4.223;6.282;NULL;89;531.811
14.498;4.197;0;NULL;126;552.878
14.631;4.293;0;NULL;98;513.082
14.715;4.119;0;NULL;144;517.451
14.68;4.229;3.347;NULL;89;494.834
NULL;5.362;0;NULL;NULL;560.28
NULL;4.73;0;NULL;NULL;525.563
NULL;4.775;0;NULL;NULL;538.038
NULL;4.379;0;NULL;NULL;550.349
NULL;4.374;0;NULL;NULL;529.302
NULL;4.922;0;NULL;NULL;596.199
NULL;2.875;0;NULL;NULL;508.548
NULL;4.225;0;NULL;NULL;539.308
NULL;4.48;0;NULL;NULL;531.706
NULL;4.176;0;NULL;NULL;552.808
NULL;4.194;0;NULL;NULL;513.098
NULL;4.068;0;NULL;NULL;517.11
NULL;4.692;0;NULL;NULL;495.337
NULL;5.067;0;NULL;NULL;561.449
NULL;5.067;5.496;NULL;NULL;525.603
NULL;4.998;4.143;NULL;NULL;538.181
NULL;4.328;0;NULL;NULL;550.287
NULL;4.354;0;NULL;NULL;530.364
NULL;4.898;0;NULL;NULL;596.102
NULL;2.91;0;NULL;NULL;508.511
NULL;4.494;0;NULL;NULL;539.397
NULL;4.24;0;NULL;NULL;531.64
NULL;4.202;0;NULL;NULL;552.72
NULL;4.134;0;NULL;NULL;513.072
NULL;3.998;0;NULL;NULL;516.738
NULL;4.335;0;NULL;NULL;496.27
NULL;4.758;0;NULL;NULL;562.638
NULL;4.496;0;NULL;NULL;526.372
NULL;4.701;0;NULL;NULL;538.906
NULL;4.305;0;NULL;NULL;550.196
NULL;4.331;0;NULL;NULL;531.143
NULL;4.873;0;NULL;NULL;595.883
NULL;2.935;0;NULL;NULL;508.473
NULL;4.266;0;NULL;NULL;539.504
NULL;4.252;0;NULL;NULL;531.555
NULL;4.201;0;NULL;NULL;552.62
NULL;4.085;0;NULL;NULL;512.994
NULL;3.905;0;NULL;NULL;516.345
NULL;4.585;6.103;NULL;NULL;497.205
NULL;4.685;0;NULL;NULL;563.499
NULL;4.353;0;NULL;NULL;527.203
NULL;4.356;0;NULL;NULL;539.787
NULL;4.247;0;NULL;NULL;550.081
NULL;5.534;0;NULL;NULL;531.811
NULL;4.863;0;NULL;NULL;595.591
NULL;2.984;0;NULL;NULL;508.438
NULL;4.209;0;NULL;NULL;539.605
NULL;4.481;0;NULL;NULL;531.454
NULL;4.184;0;NULL;NULL;552.514
NULL;4.041;0;NULL;NULL;512.864
NULL;3.803;0;NULL;NULL;515.918
NULL;4.09;0;NULL;NULL;498.18
NULL;4.341;5.708;NULL;NULL;538.219
NULL;4.144;0;NULL;NULL;535.201
NULL;4.126;0;NULL;NULL;540.699
NULL;4.245;0;NULL;NULL;558.144
NULL;4.107;0;NULL;NULL;514.108
NULL;4.648;0;NULL;NULL;596.16
NULL;2.894;0;NULL;NULL;508.524
NULL;4.103;0;NULL;NULL;543.184
NULL;3.151;0;NULL;NULL;507.524
NULL;4.165;0;NULL;NULL;557.935
NULL;3.869;0;NULL;NULL;518.813
NULL;3.769;0;NULL;NULL;510.302
NULL;2.924;0;NULL;NULL;496.171
NULL;4.623;0;NULL;NULL;564.025
NULL;5.194;4.88;NULL;NULL;527.997
NULL;4.323;0;NULL;NULL;540.428
NULL;4.194;0;NULL;NULL;549.941
NULL;5.574;0;NULL;NULL;533.887
NULL;4.812;0;NULL;NULL;595.247
NULL;3.042;0;NULL;NULL;508.403
NULL;4.167;0;NULL;NULL;539.674
NULL;4.658;0;NULL;NULL;531.411
NULL;4.201;0;NULL;NULL;552.399
NULL;3.999;4.078;NULL;NULL;512.668
NULL;3.777;0;NULL;NULL;515.456
NULL;4.024;0;NULL;NULL;498.869
NULL;4.619;0;NULL;NULL;564.267
NULL;4.635;0;NULL;NULL;529.31
NULL;4.291;0;NULL;NULL;540.905
NULL;4.174;0;NULL;NULL;549.767
NULL;4.815;0;NULL;NULL;536.703
NULL;4.869;6.417;NULL;NULL;594.856
NULL;2.985;0;NULL;NULL;508.369
NULL;4.649;14.088;NULL;NULL;539.712
NULL;4.579;0;NULL;NULL;531.54
NULL;4.202;0;NULL;NULL;552.279
NULL;3.944;0;NULL;NULL;512.438
NULL;3.769;0;NULL;NULL;514.972
NULL;4.13;0;NULL;NULL;499.26
NULL;4.392;0;NULL;NULL;538.354
NULL;4.136;0;NULL;NULL;534.928
NULL;4.111;0;NULL;NULL;540.565
NULL;4.209;0;NULL;NULL;557.728
NULL;4.127;0;NULL;NULL;514.122
NULL;4.623;0;NULL;NULL;595.507
NULL;2.943;0;NULL;NULL;508.485
NULL;4.114;0;NULL;NULL;543.081
NULL;3.049;0;NULL;NULL;507.325
NULL;4.156;0;NULL;NULL;557.669
NULL;3.874;0;NULL;NULL;518.386
NULL;3.641;3.908;NULL;NULL;509.893
NULL;2.73;0;NULL;NULL;496.109
NULL;4.633;0;NULL;NULL;538.436
NULL;4.117;0;NULL;NULL;534.631
NULL;4.092;0;NULL;NULL;540.422
NULL;4.214;0;NULL;NULL;557.301
NULL;4.085;0;NULL;NULL;514.112
NULL;4.624;0;NULL;NULL;594.836
NULL;4.224;0;NULL;NULL;508.392
NULL;4.103;0;NULL;NULL;542.94
NULL;2.963;4.721;NULL;NULL;507.123
